county,precinct,precinct_code,office,district,party,candidate,votes
Adams,TIFFIN EAST,AAY,State Senate,14,R,Stephanie L. Kunze,0
Adams,TIFFIN EAST,AAY,State House,90,R,Shane Wilkin,0
Adams,TIFFIN WEST,AAZ,U.S. House,2,R,Brad Wenstrup (R),458
Adams,TIFFIN WEST,AAZ,State Senate,14,R,Stephanie L. Kunze,0
Adams,TIFFIN WEST,AAZ,State House,90,R,Shane Wilkin,0
Adams,WEST UNION A,ABA,U.S. House,2,R,Brad Wenstrup (R),415
Adams,WEST UNION A,ABA,State Senate,14,R,Stephanie L. Kunze,0
Adams,WEST UNION A,ABA,State House,90,R,Shane Wilkin,0
Adams,WEST UNION B,ABC,U.S. House,2,R,Brad Wenstrup (R),394
Adams,WEST UNION B,ABC,State Senate,14,R,Stephanie L. Kunze,0
Adams,WEST UNION B,ABC,State House,90,R,Shane Wilkin,0
Adams,WAYNE TOWNSHIP,ABE,U.S. House,2,R,Brad Wenstrup (R),544
Adams,WAYNE TOWNSHIP,ABE,State Senate,14,R,Stephanie L. Kunze,0
Adams,WAYNE TOWNSHIP,ABE,State House,90,R,Shane Wilkin,0
Adams,WINCHESTER TOWNSHIP,ABG,U.S. House,2,R,Brad Wenstrup (R),514
Adams,WINCHESTER TOWNSHIP,ABG,State Senate,14,R,Stephanie L. Kunze,0
Adams,WINCHESTER TOWNSHIP,ABG,State House,90,R,Shane Wilkin,0
Adams,WINCHESTER VILLAGE,ABH,U.S. House,2,R,Brad Wenstrup (R),356
Adams,WINCHESTER VILLAGE,ABH,State Senate,14,R,Stephanie L. Kunze,0
Adams,WINCHESTER VILLAGE,ABH,State House,90,R,Shane Wilkin,0
Allen,DELPHOS 1A,AAA,U.S. House,4,I,Steve Perkins (L),17
Allen,DELPHOS 1A,AAA,State Senate,12,R,Terry A. Johnson,0
Allen,DELPHOS 1A,AAA,State House,4,D,Daniel Winston,0
Allen,DELPHOS 1B,AAC,U.S. House,4,I,Steve Perkins (L),9
Allen,DELPHOS 1B,AAC,State Senate,12,R,Terry A. Johnson,0
Allen,DELPHOS 1B,AAC,State House,4,D,Daniel Winston,0
Allen,DELPHOS 2A,AAE,U.S. House,4,I,Steve Perkins (L),13
Allen,DELPHOS 2A,AAE,State Senate,12,R,Terry A. Johnson,0
Allen,DELPHOS 2A,AAE,State House,4,D,Daniel Winston,0
Allen,DELPHOS 2B,AAG,U.S. House,4,I,Steve Perkins (L),9
Allen,DELPHOS 2B,AAG,State Senate,12,R,Terry A. Johnson,0
Allen,DELPHOS 2B,AAG,State House,4,D,Daniel Winston,0
Allen,LIMA 1A,AAH,U.S. House,4,I,Steve Perkins (L),24
Allen,LIMA 1A,AAH,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 1A,AAH,State House,4,D,Daniel Winston,0
Allen,LIMA 1B,AAJ,U.S. House,4,I,Steve Perkins (L),20
Allen,LIMA 1B,AAJ,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 1B,AAJ,State House,4,D,Daniel Winston,0
Allen,LIMA 1C,AAK,U.S. House,4,I,Steve Perkins (L),18
Allen,LIMA 1C,AAK,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 1C,AAK,State House,4,D,Daniel Winston,0
Allen,LIMA 2A,AAO,U.S. House,4,I,Steve Perkins (L),22
Allen,LIMA 2A,AAO,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 2A,AAO,State House,4,D,Daniel Winston,0
Allen,LIMA 2B,AAP,U.S. House,4,I,Steve Perkins (L),20
Allen,LIMA 2B,AAP,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 2B,AAP,State House,4,D,Daniel Winston,0
Allen,LIMA 2C,AAQ,U.S. House,4,I,Steve Perkins (L),18
Allen,LIMA 2C,AAQ,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 2C,AAQ,State House,4,D,Daniel Winston,0
Allen,LIMA 3A,AAW,U.S. House,4,I,Steve Perkins (L),17
Allen,LIMA 3A,AAW,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 3A,AAW,State House,4,D,Daniel Winston,0
Allen,LIMA 3B,AAX,U.S. House,4,I,Steve Perkins (L),15
Allen,LIMA 3B,AAX,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 3B,AAX,State House,4,D,Daniel Winston,0
Allen,LIMA 3C,AAY,U.S. House,4,I,Steve Perkins (L),13
Allen,LIMA 3C,AAY,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 3C,AAY,State House,4,D,Daniel Winston,0
Allen,LIMA 4A,ABE,U.S. House,4,I,Steve Perkins (L),30
Allen,LIMA 4A,ABE,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 4A,ABE,State House,4,D,Daniel Winston,0
Allen,LIMA 4B,ABF,U.S. House,4,I,Steve Perkins (L),13
Allen,LIMA 4B,ABF,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 4B,ABF,State House,4,D,Daniel Winston,0
Allen,LIMA 4C,ABH,U.S. House,4,I,Steve Perkins (L),10
Allen,LIMA 4C,ABH,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 4C,ABH,State House,4,D,Daniel Winston,0
Allen,LIMA 4D,ABI,U.S. House,4,I,Steve Perkins (L),21
Allen,LIMA 4D,ABI,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 4D,ABI,State House,4,D,Daniel Winston,0
Allen,LIMA 5A,ABP,U.S. House,4,I,Steve Perkins (L),4
Allen,LIMA 5A,ABP,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 5A,ABP,State House,4,D,Daniel Winston,0
Allen,LIMA 5B,ABQ,U.S. House,4,I,Steve Perkins (L),6
Allen,LIMA 5B,ABQ,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 5B,ABQ,State House,4,D,Daniel Winston,0
Allen,LIMA 5C,ABR,U.S. House,4,I,Steve Perkins (L),7
Allen,LIMA 5C,ABR,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 5C,ABR,State House,4,D,Daniel Winston,0
Allen,LIMA 5D,ABT,U.S. House,4,I,Steve Perkins (L),14
Allen,LIMA 5D,ABT,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 5D,ABT,State House,4,D,Daniel Winston,0
Allen,LIMA 6A,ABW,U.S. House,4,I,Steve Perkins (L),15
Allen,LIMA 6A,ABW,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 6A,ABW,State House,4,D,Daniel Winston,0
Allen,LIMA 6B,ABX,U.S. House,4,I,Steve Perkins (L),9
Allen,LIMA 6B,ABX,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 6B,ABX,State House,4,D,Daniel Winston,0
Allen,LIMA 6C,ABZ,U.S. House,4,I,Steve Perkins (L),10
Allen,LIMA 6C,ABZ,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 6C,ABZ,State House,4,D,Daniel Winston,0
Allen,LIMA 7A,ACD,U.S. House,4,I,Steve Perkins (L),16
Allen,LIMA 7A,ACD,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 7A,ACD,State House,4,D,Daniel Winston,0
Allen,LIMA 7B,ACE,U.S. House,4,I,Steve Perkins (L),20
Allen,LIMA 7B,ACE,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 7B,ACE,State House,4,D,Daniel Winston,0
Allen,LIMA 7C,ACG,U.S. House,4,I,Steve Perkins (L),32
Allen,LIMA 7C,ACG,State Senate,12,R,Terry A. Johnson,0
Allen,LIMA 7C,ACG,State House,4,D,Daniel Winston,0
Allen,AMANDA E,ACT,U.S. House,4,I,Steve Perkins (L),17
Allen,AMANDA E,ACT,State Senate,12,R,Terry A. Johnson,0
Allen,AMANDA E,ACT,State House,4,D,Daniel Winston,0
Allen,AMANDA N,ACU,U.S. House,4,I,Steve Perkins (L),6
Allen,AMANDA N,ACU,State Senate,12,R,Terry A. Johnson,0
Allen,AMANDA N,ACU,State House,4,D,Daniel Winston,0
Allen,AMERICAN A,ACW,U.S. House,4,I,Steve Perkins (L),9
Allen,AMERICAN A,ACW,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN A,ACW,State House,4,D,Daniel Winston,0
Allen,AMERICAN B,ACX,U.S. House,4,I,Steve Perkins (L),9
Allen,AMERICAN B,ACX,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN B,ACX,State House,4,D,Daniel Winston,0
Allen,AMERICAN C,ACY,U.S. House,4,I,Steve Perkins (L),17
Allen,AMERICAN C,ACY,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN C,ACY,State House,4,D,Daniel Winston,0
Allen,AMERICAN D,ACZ,U.S. House,4,I,Steve Perkins (L),17
Allen,AMERICAN D,ACZ,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN D,ACZ,State House,4,D,Daniel Winston,0
Allen,AMERICAN E,ADA,U.S. House,4,I,Steve Perkins (L),11
Allen,AMERICAN E,ADA,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN E,ADA,State House,4,D,Daniel Winston,0
Allen,AMERICAN F,ADB,U.S. House,4,I,Steve Perkins (L),10
Allen,AMERICAN F,ADB,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN F,ADB,State House,4,D,Daniel Winston,0
Allen,AMERICAN G,ADC,U.S. House,4,I,Steve Perkins (L),13
Allen,AMERICAN G,ADC,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN G,ADC,State House,4,D,Daniel Winston,0
Allen,AMERICAN H,ADD,U.S. House,4,I,Steve Perkins (L),13
Allen,AMERICAN H,ADD,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN H,ADD,State House,4,D,Daniel Winston,0
Allen,AMERICAN I,ADE,U.S. House,4,I,Steve Perkins (L),11
Allen,AMERICAN I,ADE,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN I,ADE,State House,4,D,Daniel Winston,0
Allen,AMERICAN J,ADF,U.S. House,4,I,Steve Perkins (L),16
Allen,AMERICAN J,ADF,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN J,ADF,State House,4,D,Daniel Winston,0
Allen,AMERICAN K,ADG,U.S. House,4,I,Steve Perkins (L),12
Allen,AMERICAN K,ADG,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN K,ADG,State House,4,D,Daniel Winston,0
Allen,AMERICAN L,ADI,U.S. House,4,I,Steve Perkins (L),9
Allen,AMERICAN L,ADI,State Senate,12,R,Terry A. Johnson,0
Allen,AMERICAN L,ADI,State House,4,D,Daniel Winston,0
Allen,ELIDA A,ADQ,U.S. House,4,I,Steve Perkins (L),6
Allen,ELIDA A,ADQ,State Senate,12,R,Terry A. Johnson,0
Allen,ELIDA A,ADQ,State House,4,D,Daniel Winston,0
Allen,ELIDA B,ADR,U.S. House,4,I,Steve Perkins (L),9
Allen,ELIDA B,ADR,State Senate,12,R,Terry A. Johnson,0
Allen,ELIDA B,ADR,State House,4,D,Daniel Winston,0
Allen,AUGLAIZE A,ADT,U.S. House,4,I,Steve Perkins (L),18
Allen,AUGLAIZE A,ADT,State Senate,12,R,Terry A. Johnson,0
Allen,AUGLAIZE A,ADT,State House,4,D,Daniel Winston,0
Allen,HARROD,ADU,U.S. House,4,I,Steve Perkins (L),4
Allen,HARROD,ADU,State Senate,12,R,Terry A. Johnson,0
Allen,HARROD,ADU,State House,4,D,Daniel Winston,0
Allen,AUGLAIZE B,ADW,U.S. House,4,I,Steve Perkins (L),18
Allen,AUGLAIZE B,ADW,State Senate,12,R,Terry A. Johnson,0
Allen,AUGLAIZE B,ADW,State House,4,D,Daniel Winston,0
Allen,BATH A,ADY,U.S. House,4,I,Steve Perkins (L),11
Allen,BATH A,ADY,State Senate,12,R,Terry A. Johnson,0
Allen,BATH A,ADY,State House,4,D,Daniel Winston,0
Allen,BATH B,ADZ,U.S. House,4,I,Steve Perkins (L),11
Allen,BATH B,ADZ,State Senate,12,R,Terry A. Johnson,0
Allen,BATH B,ADZ,State House,4,D,Daniel Winston,0
Allen,BATH C,AEA,U.S. House,4,I,Steve Perkins (L),6
Allen,BATH C,AEA,State Senate,12,R,Terry A. Johnson,0
Allen,BATH C,AEA,State House,4,D,Daniel Winston,0
Allen,BATH D,AEB,U.S. House,4,I,Steve Perkins (L),16
Allen,BATH D,AEB,State Senate,12,R,Terry A. Johnson,0
Allen,BATH D,AEB,State House,4,D,Daniel Winston,0
Allen,BATH E,AEC,U.S. House,4,I,Steve Perkins (L),10
Allen,BATH E,AEC,State Senate,12,R,Terry A. Johnson,0
Allen,BATH E,AEC,State House,4,D,Daniel Winston,0
Allen,BATH F,AED,U.S. House,4,I,Steve Perkins (L),13
Allen,BATH F,AED,State Senate,12,R,Terry A. Johnson,0
Allen,BATH F,AED,State House,4,D,Daniel Winston,0
Allen,BATH G,AEE,U.S. House,4,I,Steve Perkins (L),16
Allen,BATH G,AEE,State Senate,12,R,Terry A. Johnson,0
Allen,BATH G,AEE,State House,4,D,Daniel Winston,0
Allen,BATH H,AEF,U.S. House,4,I,Steve Perkins (L),7
Allen,BATH H,AEF,State Senate,12,R,Terry A. Johnson,0
Allen,BATH H,AEF,State House,4,D,Daniel Winston,0
Allen,BATH I,AEG,U.S. House,4,I,Steve Perkins (L),14
Allen,BATH I,AEG,State Senate,12,R,Terry A. Johnson,0
Allen,BATH I,AEG,State House,4,D,Daniel Winston,0
Allen,JACKSON A,AEN,U.S. House,4,I,Steve Perkins (L),10
Allen,JACKSON A,AEN,State Senate,12,R,Terry A. Johnson,0
Allen,JACKSON A,AEN,State House,4,D,Daniel Winston,0
Allen,LAFAYETTE,AEO,U.S. House,4,I,Steve Perkins (L),6
Allen,LAFAYETTE,AEO,State Senate,12,R,Terry A. Johnson,0
Allen,LAFAYETTE,AEO,State House,4,D,Daniel Winston,0
Allen,JACKSON B,AEQ,U.S. House,4,I,Steve Perkins (L),7
Allen,JACKSON B,AEQ,State Senate,12,R,Terry A. Johnson,0
Allen,JACKSON B,AEQ,State House,4,D,Daniel Winston,0
Allen,MARION A,AES,U.S. House,4,I,Steve Perkins (L),16
Allen,MARION A,AES,State Senate,12,R,Terry A. Johnson,0
Allen,MARION A,AES,State House,4,D,Daniel Winston,0
Allen,MARION B,AET,U.S. House,4,I,Steve Perkins (L),18
Allen,MARION B,AET,State Senate,12,R,Terry A. Johnson,0
Allen,MARION B,AET,State House,4,D,Daniel Winston,0
Allen,CAIRO,AEW,U.S. House,4,I,Steve Perkins (L),9
Allen,CAIRO,AEW,State Senate,12,R,Terry A. Johnson,0
Allen,CAIRO,AEW,State House,4,D,Daniel Winston,0
Allen,MONROE E,AEX,U.S. House,4,I,Steve Perkins (L),9
Allen,MONROE E,AEX,State Senate,12,R,Terry A. Johnson,0
Allen,MONROE E,AEX,State House,4,D,Daniel Winston,0
Allen,MONROE W,AEY,U.S. House,4,I,Steve Perkins (L),14
Allen,MONROE W,AEY,State Senate,12,R,Terry A. Johnson,0
Allen,MONROE W,AEY,State House,4,D,Daniel Winston,0
Allen,PERRY C,AEZ,U.S. House,4,I,Steve Perkins (L),9
Allen,PERRY C,AEZ,State Senate,12,R,Terry A. Johnson,0
Allen,PERRY C,AEZ,State House,4,D,Daniel Winston,0
Allen,PERRY A,AFB,U.S. House,4,I,Steve Perkins (L),10
Allen,PERRY A,AFB,State Senate,12,R,Terry A. Johnson,0
Allen,PERRY A,AFB,State House,4,D,Daniel Winston,0
Allen,PERRY B,AFC,U.S. House,4,I,Steve Perkins (L),8
Allen,PERRY B,AFC,State Senate,12,R,Terry A. Johnson,0
Allen,PERRY B,AFC,State House,4,D,Daniel Winston,0
Allen,BEAVERDAM,AFE,U.S. House,4,I,Steve Perkins (L),3
Allen,BEAVERDAM,AFE,State Senate,12,R,Terry A. Johnson,0
Allen,BEAVERDAM,AFE,State House,4,D,Daniel Winston,0
Allen,RICHLAND A,AFF,U.S. House,4,I,Steve Perkins (L),15
Allen,RICHLAND A,AFF,State Senate,12,R,Terry A. Johnson,0
Allen,RICHLAND A,AFF,State House,4,D,Daniel Winston,0
Allen,RICHLAND B,AFG,U.S. House,4,I,Steve Perkins (L),6
Allen,RICHLAND B,AFG,State Senate,12,R,Terry A. Johnson,0
Allen,RICHLAND B,AFG,State House,4,D,Daniel Winston,0
Allen,BLUFFTON A,AFI,U.S. House,4,I,Steve Perkins (L),24
Allen,BLUFFTON A,AFI,State Senate,12,R,Terry A. Johnson,0
Allen,BLUFFTON A,AFI,State House,4,D,Daniel Winston,0
Allen,BLUFFTON B,AFJ,U.S. House,4,I,Steve Perkins (L),10
Allen,BLUFFTON B,AFJ,State Senate,12,R,Terry A. Johnson,0
Allen,BLUFFTON B,AFJ,State House,4,D,Daniel Winston,0
Allen,BLUFFTON C,AFK,U.S. House,4,I,Steve Perkins (L),14
Allen,BLUFFTON C,AFK,State Senate,12,R,Terry A. Johnson,0
Allen,BLUFFTON C,AFK,State House,4,D,Daniel Winston,0
Allen,SHAWNEE A,AFN,U.S. House,4,I,Steve Perkins (L),12
Allen,SHAWNEE A,AFN,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE A,AFN,State House,4,D,Daniel Winston,0
Allen,SHAWNEE B,AFO,U.S. House,4,I,Steve Perkins (L),12
Allen,SHAWNEE B,AFO,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE B,AFO,State House,4,D,Daniel Winston,0
Allen,SHAWNEE C,AFP,U.S. House,4,I,Steve Perkins (L),16
Allen,SHAWNEE C,AFP,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE C,AFP,State House,4,D,Daniel Winston,0
Allen,SHAWNEE D,AFQ,U.S. House,4,I,Steve Perkins (L),13
Allen,SHAWNEE D,AFQ,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE D,AFQ,State House,4,D,Daniel Winston,0
Allen,SHAWNEE E,AFR,U.S. House,4,I,Steve Perkins (L),7
Allen,SHAWNEE E,AFR,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE E,AFR,State House,4,D,Daniel Winston,0
Allen,SHAWNEE F,AFS,U.S. House,4,I,Steve Perkins (L),13
Allen,SHAWNEE F,AFS,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE F,AFS,State House,4,D,Daniel Winston,0
Allen,SHAWNEE G,AFT,U.S. House,4,I,Steve Perkins (L),14
Allen,SHAWNEE G,AFT,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE G,AFT,State House,4,D,Daniel Winston,0
Allen,SHAWNEE H,AFU,U.S. House,4,I,Steve Perkins (L),21
Allen,SHAWNEE H,AFU,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE H,AFU,State House,4,D,Daniel Winston,0
Allen,SHAWNEE I,AFV,U.S. House,4,I,Steve Perkins (L),12
Allen,SHAWNEE I,AFV,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE I,AFV,State House,4,D,Daniel Winston,0
Allen,SHAWNEE J,AGB,U.S. House,4,I,Steve Perkins (L),20
Allen,SHAWNEE J,AGB,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE J,AGB,State House,4,D,Daniel Winston,0
Allen,SHAWNEE K,AGC,U.S. House,4,I,Steve Perkins (L),18
Allen,SHAWNEE K,AGC,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE K,AGC,State House,4,D,Daniel Winston,0
Allen,SHAWNEE L,AGD,U.S. House,4,I,Steve Perkins (L),15
Allen,SHAWNEE L,AGD,State Senate,12,R,Terry A. Johnson,0
Allen,SHAWNEE L,AGD,State House,4,D,Daniel Winston,0
Allen,SPENCER A,AGI,U.S. House,4,I,Steve Perkins (L),9
Allen,SPENCER A,AGI,State Senate,12,R,Terry A. Johnson,0
Allen,SPENCER A,AGI,State House,4,D,Daniel Winston,0
Allen,SPENCERVILLE A,AGK,U.S. House,4,I,Steve Perkins (L),15
Allen,SPENCERVILLE A,AGK,State Senate,12,R,Terry A. Johnson,0
Allen,SPENCERVILLE A,AGK,State House,4,D,Daniel Winston,0
Allen,SPENCERVILLE B,AGL,U.S. House,4,I,Steve Perkins (L),15
Allen,SPENCERVILLE B,AGL,State Senate,12,R,Terry A. Johnson,0
Allen,SPENCERVILLE B,AGL,State House,4,D,Daniel Winston,0
Allen,SUGAR CREEK,AGN,U.S. House,4,I,Steve Perkins (L),13
Allen,SUGAR CREEK,AGN,State Senate,12,R,Terry A. Johnson,0
Allen,SUGAR CREEK,AGN,State House,4,D,Daniel Winston,0
Ashland,PRECINCT ASHLAND CITY 1-A,AAA,U.S. House,7,D,Quentin Potter (D),189
Ashland,PRECINCT ASHLAND CITY 1-A,AAA,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 1-A,AAA,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 1-B,AAB,U.S. House,7,D,Quentin Potter (D),217
Ashland,PRECINCT ASHLAND CITY 1-B,AAB,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 1-B,AAB,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 1-C,AAD,U.S. House,7,D,Quentin Potter (D),192
Ashland,PRECINCT ASHLAND CITY 1-C,AAD,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 1-C,AAD,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 1-D,AAF,U.S. House,7,D,Quentin Potter (D),113
Ashland,PRECINCT ASHLAND CITY 1-D,AAF,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 1-D,AAF,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 2-A,AAG,U.S. House,7,D,Quentin Potter (D),145
Ashland,PRECINCT ASHLAND CITY 2-A,AAG,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 2-A,AAG,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 2-B,AAH,U.S. House,7,D,Quentin Potter (D),207
Ashland,PRECINCT ASHLAND CITY 2-B,AAH,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 2-B,AAH,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 2-C,AAJ,U.S. House,7,D,Quentin Potter (D),183
Ashland,PRECINCT ASHLAND CITY 2-C,AAJ,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 2-C,AAJ,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 3-A,AAQ,U.S. House,7,D,Quentin Potter (D),178
Ashland,PRECINCT ASHLAND CITY 3-A,AAQ,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 3-A,AAQ,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 3-B,AAS,U.S. House,7,D,Quentin Potter (D),223
Ashland,PRECINCT ASHLAND CITY 3-B,AAS,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 3-B,AAS,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 3-C,AAU,U.S. House,7,D,Quentin Potter (D),170
Ashland,PRECINCT ASHLAND CITY 3-C,AAU,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 3-C,AAU,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 3-D,AAV,U.S. House,7,D,Quentin Potter (D),95
Ashland,PRECINCT ASHLAND CITY 3-D,AAV,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 3-D,AAV,State House,70,D,Mark Carr,0
Ashland,PRECINCT ASHLAND CITY 4-A,AAZ,U.S. House,7,D,Quentin Potter (D),113
Ashland,PRECINCT ASHLAND CITY 4-A,AAZ,State Senate,22,R,Matt Dolan,0
Ashland,PRECINCT ASHLAND CITY 4-A,AAZ,State House,70,D,Mark Carr,0
