county,candidate,party,office,district,votes
Mahoning,Sylvester Patton,D,State House,64,12992
Mahoning,Heidi Wolff,D,State House,65,6478
Mahoning,Kenneth Carano,D,State House,65,15068
Mahoning,Peter Lymber,D,State House,65,3811
Trumbull,Chris Verich,D,State House,66,6389
Trumbull,Daniel Sferra,D,State House,66,8539
Trumbull,Tommy Perry,D,State House,66,5150
Trumbull,"Anthony Latell, Jr.",D,State House,67,15729
Trumbull,John Saulitis,D,State House,67,3402
Trumbull,Phillip Arbie,D,State House,67,2865
Geauga,Jeffrey Fanger,D,State House,68,4172
Trumbull,Jeffrey Fanger,D,State House,68,1994
Lake,Valerie Federico,D,State House,69,5749
Lake,Karen Insana,D,State House,70,5992
Clermont,Sherrill Callahan,D,State House,71,3158
Brown,Ken Zuk,D,State House,72,2516
Clinton,Ken Zuk,D,State House,72,1029
Clermont,Ken Zuk,D,State House,72,1027
Clark,Dale Henry,D,State House,73,4510
Clark,Ron Rhine,D,State House,73,5104
Clark,Cynthia Dunlevy,D,State House,74,2321
Madison,Cynthia Dunlevy,D,State House,74,1327
Greene,Cynthia Dunlevy,D,State House,74,1714
Portage,Gene Brown,D,State House,75,8855
Greene,"Frank Rosati, Jr.",D,State House,76,4342
Licking,Matthew Tyack,D,State House,77,6810
Athens,Lisa Eliason,D,State House,78,3693
Perry,Lisa Eliason,D,State House,78,2000
Licking,Lisa Eliason,D,State House,78,824
Hocking,Lisa Eliason,D,State House,78,1700
Richland,William Hartnett,D,State House,79,6663
Delaware,Sudhir Dubey,D,State House,80,3166
Morrow,Sudhir Dubey,D,State House,80,1462
Richland,Sudhir Dubey,D,State House,80,863
Medina,Franklin Tibbitts,D,State House,81,6685
Defiance,Timothy Holtsberry,D,State House,82,1637
Fulton,Timothy Holtsberry,D,State House,82,1441
Williams,Timothy Holtsberry,D,State House,82,1130
Darke,Bill Sell,D,State House,84,1806
Miami,Bill Sell,D,State House,84,453
Mercer,Bill Sell,D,State House,84,2729
Darke,Tonya Kahlig,D,State House,84,1531
Mercer,Tonya Kahlig,D,State House,84,858
Miami,Tonya Kahlig,D,State House,84,535
Champaign,Derrick Seaver,D,State House,85,1416
Shelby,Derrick Seaver,D,State House,85,4172
Auglaize,Derrick Seaver,D,State House,85,1302
Hancock,Kenneth Ludwig,D,State House,86,1803
Hardin,Kenneth Ludwig,D,State House,86,1305
Auglaize,Kenneth Ludwig,D,State House,86,736
Logan,Stacy Roberts,D,State House,87,1735
Union,Stacy Roberts,D,State House,87,1231
Marion,Stacy Roberts,D,State House,87,2453
Sandusky,Del Cook,D,State House,89,3254
Seneca,Del Cook,D,State House,89,3000
Crawford,Bob Gooding,D,State House,90,2942
Marion,Bob Gooding,D,State House,90,1894
Wyandot,Bob Gooding,D,State House,90,1051
Seneca,Bob Gooding,D,State House,90,631
Pickaway,Joseph Sulzer Sr.,D,State House,91,1364
Ross,Joseph Sulzer Sr.,D,State House,91,4236
Vinton,Joseph Sulzer Sr.,D,State House,91,1216
Lawrence,William Ogg,D,State House,92,2269
Scioto,William Ogg,D,State House,92,6204
Ashland,Daniel Zawacki,D,State House,93,2128
Knox,Daniel Zawacki,D,State House,93,1626
Huron,Daniel Zawacki,D,State House,93,352
Coshocton,Wayne Yoder,D,State House,95,1603
Muskingum,Wayne Yoder,D,State House,95,1994
Holmes,Wayne Yoder,D,State House,95,907
Athens,Nancy Aiken,D,State House,96,1496
Muskingum,Nancy Aiken,D,State House,96,1598
Washington,Nancy Aiken,D,State House,96,2439
Morgan,Nancy Aiken,D,State House,96,738
Guernsey,Keith Busch,D,State House,97,1955
Tuscarawas,Keith Busch,D,State House,97,7846
Harrison,Frank Targoss,D,State House,98,278
Jefferson,Frank Targoss,D,State House,98,2925
Tuscarawas,Frank Targoss,D,State House,98,192
Harrison,K. Krupinski,D,State House,98,2323
Jefferson,K. Krupinski,D,State House,98,6074
Tuscarawas,K. Krupinski,D,State House,98,1255
Harrison,Robert Phillipson,D,State House,98,876
Tuscarawas,Robert Phillipson,D,State House,98,353
Jefferson,Robert Phillipson,D,State House,98,5463
Belmont,Charlie Wilson,D,State House,99,12069
Washington,Charlie Wilson,D,State House,99,949
Noble,Charlie Wilson,D,State House,99,1433
Monroe,Charlie Wilson,D,State House,99,3055
