county,candidate,party,office,district,votes
Hamilton,Randy Shank,R,State House,,3763
Brown,Tom Niehaus,R,State House,,1783
Trumbull,John Jewell,R,State House,,2427
Cuyahoga,George Caldwell,R,State House,18,8371
Franklin,Nicholas Halliwell,R,State House,,2241
Columbiana,Charley Kidder,R,State House,,2328
Shelby,,R,State House,,2307
Clinton,,R,State House,,3200
Van Wert,,R,State House,,4846
Franklin,Jim Hughes,R,State House,,8525
Morrow,,R,State House,,3816
Clark,Merle Kearns,R,State House,,3339
Miami,,R,State House,,1941
Hamilton,"Tom Brinkman, Jr.",R,State House,,11127
Fayette,,R,State House,,3835
Stark,Kirk Schuring,R,State House,55,18466
Franklin,David Goodman,R,State House,25,12417
Belmont,Garry Wells,R,State House,99,3582
Butler,David Wesler,R,State House,60,1722
Hancock,Anthony Iriti,R,State House,86,6131
Lorain,,R,State House,,966
Montgomery,Joyce Young,R,State House,,8123
Cuyahoga,Sally Kilbane,R,State House,16,11795
Hamilton,Patricia Clancy,R,State House,35,11245
Huron,,R,State House,,1435
Hancock,Ed Elliott,R,State House,,2132
Stark,,R,State House,,2942
Champaign,David Shiffer,R,State House,,4270
Mahoning,,R,State House,,3369
Crawford,Troy Ulmer,R,State House,,848
Clark,Roger Evans,R,State House,,5151
Putnam,,R,State House,,4783
Miami,Fred Worth,R,State House,,5908
Geauga,Chris Howell,R,State House,68,3628
Athens,Larry Householder,R,State House,78,2976
Geauga,"Kenneth Blair, Jr.",R,State House,,1920
Fairfield,Tim Schaffer,R,State House,,12908
Cuyahoga,Ronald Lisy,R,State House,11,89
Franklin,Steven Lapinski,R,State House,,2101
Huron,,R,State House,,863
Montgomery,,R,State House,,1997
Brown,Scott Boone,R,State House,,1157
Portage,Ann Womer Benjamin,R,State House,75,9316
Montgomery,Brian Whitaker,R,State House,39,3807
Lake,Jamie Callender,R,State House,70,8759
Montgomery,Arlene Setzer,R,State House,40,9260
Ottawa,,R,State House,,3205
Muskingum,,R,State House,,2312
Wyandot,,R,State House,,227
Auglaize,,R,State House,,992
Medina,Charles Calvert,R,State House,81,13935
Auglaize,,R,State House,,1851
Franklin,Greg Vergamini,R,State House,,6907
Erie,Joseph Woods,R,State House,53,3709
Fulton,,R,State House,,6366
Richland,,R,State House,,2155
Wyandot,,R,State House,,1748
Montgomery,John White,R,State House,42,9113
Holmes,,R,State House,,916
Mahoning,,R,State House,,2220
Lucas,,R,State House,,864
Delaware,Jon Peterson,R,State House,80,15454
Crawford,J. Rogers,R,State House,90,1297
Ross,,R,State House,,4307
Summit,Maxine Blake,R,State House,,1365
Lorain,Josanne Pagel,R,State House,,3225
Huron,,R,State House,,874
Portage,Twyla Roman,R,State House,48,2952
Jefferson,,R,State House,,4830
Cuyahoga,J. Rodriguez,R,State House,17,51
Auglaize,,R,State House,,720
Greene,,R,State House,,566
Butler,Gary Cates,R,State House,58,15939
Paulding,,R,State House,,2121
Hamilton,Michelle Schneider,R,State House,,11958
Athens,Nancy Hollister,R,State House,96,1150
Stark,John Hagan,R,State House,56,9092
Marion,,R,State House,,1931
Holmes,,R,State House,,2453
Franklin,David Glenn,R,State House,22,3372
Shelby,,R,State House,,747
Madison,,R,State House,,2686
Clark,Christopher Widener,R,State House,,2213
Butler,Shawn Webster,R,State House,,5604
Cuyahoga,Dingiswayo Rahman,R,State House,8,11
Summit,Daphne Sturkey,R,State House,44,1017
Richland,Edward Olson,R,State House,79,9705
Clark,Charlie Morrison,R,State House,74,364
Hamilton,Steve Adams,R,State House,37,9344
Darke,Terry Haworth,R,State House,,6012
Monroe,,R,State House,,748
Auglaize,,R,State House,,395
Hamilton,Charles Tassell,R,State House,36,5660
Stark,"Vincent Lepar, Jr.",R,State House,,1704
Auglaize,,R,State House,,1179
Trumbull,Todd Bonar,R,State House,67,5475
Harrison,"Frank Sentich, Jr.",R,State House,98,1340
Franklin,Larry Flowers,R,State House,24,9140
Ashtabula,Sandra O'Brien,R,State House,5,8682
Guernsey,Kerry Metzger,R,State House,97,4058
Champaign,Bill Ross Iii,R,State House,85,382
Seneca,,R,State House,,389
Summit,,R,State House,,9086
Shelby,,R,State House,,3035
Champaign,John Adams,R,State House,,1441
Morgan,,R,State House,,2980
Lorain,Jeffrey Manning,R,State House,62,7849
Miami,,R,State House,,1780
